Country,City,UpdateTimeUTC,JamsDelay,TrafficIndexLive,JamsLengthInKms,JamsCount,TrafficIndexWeekAgo,UpdateTimeUTCWeekAgo,TravelTimeLivePer10KmsMins,TravelTimeHistoricPer10KmsMins,MinsDelay
ARE,abu-dhabi,46:00.0,597.6,29,81.4,168,32,46:00.0,11.44116044,11.24564274,0.195517693
ARE,abu-dhabi,46:00.0,501.9,25,64.1,127,26,46:00.0,11.04417469,10.94662796,0.097546728
ARE,abu-dhabi,46:00.0,221.8,16,27.5,70,16,46:00.0,10.1792548,10.34498677,-0.16573197
ARE,abu-dhabi,01:00.0,108.6,16,19.2,34,12,01:00.0,10.16723499,10.16899988,-0.001764892
ARE,abu-dhabi,46:00.3,102.2,17,18.3,29,13,01:30.0,10.26881961,10.16249691,0.106322706
ARE,abu-dhabi,01:30.0,147.5,14,16.8,40,14,01:30.0,10.12523102,10.26194106,-0.13671004
ARE,abu-dhabi,16:30.0,189.5,15,27.5,59,15,16:30.0,10.25127336,10.35128583,-0.100012464
ARE,abu-dhabi,46:30.0,155.1,14,15.9,38,14,16:30.0,10.11063794,10.28163773,-0.170999796
ARE,abu-dhabi,31:30.0,92.2,12,11.5,32,12,01:30.0,9.706700772,9.994713208,-0.288012436
ARE,abu-dhabi,16:30.0,87.6,10,15.2,25,12,31:30.0,9.42298319,9.95286678,-0.529883589
ARE,abu-dhabi,01:30.0,87.2,9,18.4,25,10,01:30.0,8.981318819,9.86308676,-0.881767941
ARE,abu-dhabi,46:30.0,52.6,8,10.4,16,9,46:30.0,8.722359936,9.579575703,-0.857215767
ARE,abu-dhabi,31:30.0,50.9,4,13.4,16,5,46:30.0,7.980213512,8.157318437,-0.177104926
ARE,abu-dhabi,46:30.0,13.1,3,4.1,4,2,31:30.0,8.074847856,8.267054496,-0.19220664
ARE,abu-dhabi,01:30.0,0,2,0,0,2,01:30.0,8.457803099,8.708371189,-0.25056809
ARE,abu-dhabi,01:30.0,1.5,2,2.1,1,3,16:30.0,8.460303953,8.684406633,-0.22410268
ARE,abu-dhabi,01:30.0,1.5,2,0.1,1,2,01:30.0,8.707978364,8.988166516,-0.280188153
ARE,abu-dhabi,01:30.0,13.1,3,3.5,5,3,01:30.0,8.717670532,8.95504668,-0.237376148
ARE,abu-dhabi,01:30.0,8.6,6,1.5,4,6,01:30.0,9.259698715,9.440542973,-0.180844257
ARE,abu-dhabi,01:00.0,19,9,1.7,10,8,01:00.0,9.655644418,9.782928193,-0.127283776
ARE,abu-dhabi,01:00.0,46.7,11,5,17,12,01:00.0,9.929241278,10.13336071,-0.20411943
ARE,abu-dhabi,01:00.0,100.9,14,9.3,39,15,01:00.0,10.3866177,10.59140712,-0.204789423
ARE,abu-dhabi,01:00.0,162.6,19,19.2,59,22,01:00.0,10.75117968,10.8979262,-0.146746518
ARE,abu-dhabi,01:00.0,427.9,28,60.2,125,31,01:00.0,11.51037798,11.22405143,0.286326554
ARE,abu-dhabi,31:00.0,571.9,30,79.3,158,31,46:00.0,11.64864773,11.26702182,0.381625908
ARE,abu-dhabi,46:00.0,597.5,28,72.9,157,26,46:00.0,11.47187145,10.948448,0.523423444
ARE,abu-dhabi,46:00.0,263.1,22,40.4,78,16,46:00.0,10.86575056,10.40890768,0.456842878
ARE,abu-dhabi,46:00.0,107.9,17,16.4,26,13,31:00.0,10.34623779,10.25792709,0.088310703
ARE,abu-dhabi,01:00.0,96.9,13,10.6,28,13,01:00.0,10.00004322,10.11006732,-0.110024095
ARE,abu-dhabi,16:00.0,131.1,14,14.8,36,14,01:00.0,10.15827688,10.24921719,-0.09094031
ARE,abu-dhabi,01:30.0,122,14,13.7,35,15,01:30.0,10.08080775,10.17798754,-0.097179791
ARE,abu-dhabi,16:30.0,98.4,13,10.7,28,14,16:00.0,9.946676747,10.11914581,-0.172469062
ARE,abu-dhabi,01:30.0,63.7,11,11.2,23,13,16:30.0,9.547980344,9.879991547,-0.332011203
ARE,abu-dhabi,31:30.0,48.1,11,9.5,16,12,16:30.0,9.507135079,9.955931469,-0.44879639
ARE,abu-dhabi,31:00.0,76.4,10,16.7,24,12,31:30.0,9.161241201,10.06716801,-0.905926814
ARE,abu-dhabi,16:30.0,46.4,7,4.6,16,10,46:30.0,8.44793043,8.872762422,-0.424831992
ARE,abu-dhabi,46:30.0,56.2,5,13.2,20,5,46:30.0,8.038437362,8.195477154,-0.157039792
ARE,abu-dhabi,16:30.0,20.7,4,3.6,7,5,46:30.0,7.91276089,8.042079093,-0.129318203
ARE,abu-dhabi,31:30.0,4.1,2,2.3,2,2,46:30.0,7.909377945,8.116703444,-0.207325499
ARE,abu-dhabi,01:30.0,13.4,1,2.6,3,1,01:30.0,8.148395697,8.360001257,-0.211605559
ARE,abu-dhabi,01:30.0,32,1,4.4,4,2,31:30.0,8.192924542,8.404051919,-0.211127377
ARE,abu-dhabi,01:30.0,15.3,2,1.8,4,2,01:30.0,8.262519002,8.444093212,-0.18157421
ARE,abu-dhabi,01:30.0,14.9,3,1.8,4,3,01:30.0,8.375892622,8.540327781,-0.164435159
ARE,abu-dhabi,01:30.0,11.2,5,1.5,5,5,01:30.0,8.746009951,8.904485711,-0.15847576
ARE,abu-dhabi,01:00.0,33.8,8,3.1,13,8,01:00.0,9.219834678,9.341819935,-0.121985257
ARE,abu-dhabi,01:00.0,87,12,7.8,29,12,01:00.0,9.625562995,9.75174844,-0.126185446
ARE,abu-dhabi,01:00.0,114.4,13,15.4,50,14,01:00.0,9.9044052,10.12412314,-0.219717936
ARE,abu-dhabi,01:00.0,119.7,15,12.6,42,17,01:00.0,10.07274252,10.30188676,-0.229144233
ARE,abu-dhabi,16:00.0,187.3,17,23.9,65,19,01:00.0,10.25470696,10.33293132,-0.078224361
ARE,abu-dhabi,01:00.0,237.8,16,24.7,67,19,01:00.0,10.20065713,10.26599955,-0.065342419
ARE,abu-dhabi,46:00.0,202.8,16,21,60,18,46:00.0,10.16073615,10.2021614,-0.041425253
ARE,abu-dhabi,31:00.0,131.3,14,17.9,41,16,46:00.0,9.916867253,9.902995101,0.013872152
ARE,abu-dhabi,46:00.0,71.3,10,10.1,27,11,46:00.0,9.579452207,9.635521969,-0.056069762
ARE,abu-dhabi,01:00.0,37.4,8,3.7,13,9,01:00.0,9.372822425,9.466023561,-0.093201135
ARE,abu-dhabi,01:00.0,67,9,4.5,16,10,16:30.0,9.479319821,9.576567282,-0.097247461
ARE,abu-dhabi,46:00.0,59.4,9,5.1,19,9,01:00.0,9.46926205,9.576763367,-0.107501316
ARE,abu-dhabi,01:30.0,30.1,9,2.9,12,9,01:30.0,9.444662187,9.598160456,-0.153498269
ARE,abu-dhabi,16:30.0,28,8,6.5,11,9,31:30.0,9.41263965,9.598098216,-0.185458567
ARE,abu-dhabi,01:30.0,26.7,7,2.6,7,9,31:30.0,9.257362587,9.451138461,-0.193775874
ARE,abu-dhabi,01:30.0,17.4,8,4.8,6,7,01:30.0,9.245929319,9.330363705,-0.084434385
ARE,abu-dhabi,31:30.0,28,8,10.2,9,7,01:00.0,9.213690141,9.243917678,-0.030227537
ARE,abu-dhabi,31:30.0,35.9,9,13.7,10,8,01:00.0,9.283357872,9.173458662,0.10989921
ARE,abu-dhabi,01:30.0,22.4,8,10.1,6,8,16:30.0,8.899649216,8.81968388,0.079965336
ARE,abu-dhabi,46:30.0,27.7,7,9.9,9,7,46:30.0,8.823499159,8.754878522,0.068620637
ARE,abu-dhabi,31:30.0,2.1,2,0.6,1,3,46:30.0,8.273997871,8.493719604,-0.219721732
ARE,abu-dhabi,01:30.0,14,1,1.2,4,2,01:30.0,8.06548206,8.263055379,-0.197573319
ARE,abu-dhabi,01:30.0,1.2,2,0.2,1,1,01:30.0,8.244146865,8.430481448,-0.186334583
ARE,abu-dhabi,01:30.0,3.7,2,0.1,1,3,01:30.0,8.335636333,8.55619524,-0.220558907
ARE,abu-dhabi,01:30.0,16.3,5,1.3,7,5,01:30.0,8.652247961,8.750797795,-0.098549833
ARE,abu-dhabi,01:30.0,19.4,7,3.6,7,7,01:00.0,9.060648947,9.232202982,-0.171554035
ARE,abu-dhabi,01:00.0,68.4,10,7.9,18,11,01:00.0,9.533848015,9.725942411,-0.192094396
ARE,abu-dhabi,01:00.0,90.6,13,11.9,30,14,01:00.0,9.92573272,10.14701664,-0.221283925
ARE,abu-dhabi,01:00.0,129.6,15,15.5,48,16,01:00.0,10.15216267,10.43607308,-0.283910418
ARE,abu-dhabi,01:00.0,204.5,17,23.9,69,18,01:00.0,10.30687831,10.53627899,-0.229400681
ARE,abu-dhabi,01:00.0,258.7,19,31.7,76,19,01:00.0,10.46236902,10.44134577,0.021023243
ARE,abu-dhabi,46:00.0,243.6,19,34.4,72,19,31:00.0,10.4510952,10.38005879,0.071036411
ARE,abu-dhabi,46:00.0,229.7,18,39.7,73,17,31:00.0,10.25894632,10.09397946,0.164966864
ARE,abu-dhabi,46:00.0,111.7,12,14.2,37,13,46:00.0,9.647489293,9.670435515,-0.022946222
ARE,abu-dhabi,01:30.0,85.5,10,8.2,28,11,01:00.0,9.561007735,9.636125666,-0.075117932
ARE,abu-dhabi,01:30.0,86.1,11,10.1,29,13,01:00.0,9.688656063,9.733703394,-0.045047332
ARE,abu-dhabi,31:30.0,124.1,12,16.4,36,15,01:30.0,9.762759892,9.788834827,-0.026074935
ARE,abu-dhabi,01:30.0,63.7,12,9.3,24,20,01:30.0,9.74193985,9.851487589,-0.109547739
ARE,abu-dhabi,16:30.0,59.2,12,7.2,18,23,01:30.0,9.802659994,9.870855294,-0.0681953
ARE,abu-dhabi,31:30.0,56.8,11,8.6,17,24,01:30.0,9.646040096,9.713439981,-0.067399884
ARE,abu-dhabi,16:30.0,40,10,8.3,12,29,16:30.0,9.498728122,9.511546129,-0.012818007
ARE,abu-dhabi,31:30.0,31.8,10,9.9,9,26,46:30.0,9.330220313,9.269802286,0.060418027
ARE,abu-dhabi,31:30.0,36.6,9,11.8,12,15,46:30.0,9.032883428,8.96394345,0.068939977
ARE,abu-dhabi,31:30.0,20.5,7,5.7,6,12,01:30.0,8.772791383,8.793031573,-0.020240189
ARE,abu-dhabi,46:30.0,5.6,4,2,2,11,46:30.0,8.428842319,8.570620808,-0.141778489
ARE,abu-dhabi,01:30.0,4.2,1,0.4,1,3,16:30.0,8.282588418,8.481630758,-0.19904234
ARE,abu-dhabi,01:30.0,0,2,0,0,2,01:30.0,8.516353956,8.699623023,-0.183269067
ARE,abu-dhabi,16:30.0,3.6,3,0.5,2,2,01:30.0,8.555676399,8.754069693,-0.198393294
ARE,abu-dhabi,01:30.0,15.2,5,1.1,8,4,01:00.0,8.851029075,8.947083202,-0.096054127
ARE,abu-dhabi,01:00.0,10.8,8,1.4,6,8,01:00.0,9.29210234,9.463005704,-0.170903364
ARE,abu-dhabi,01:00.0,39.2,11,4.3,14,12,01:00.0,9.746879944,9.940762473,-0.193882529
ARE,abu-dhabi,01:00.0,106.4,14,9.8,34,15,01:00.0,10.23564099,10.44238797,-0.206746981
ARE,abu-dhabi,01:00.0,184.4,16,26,66,18,01:00.0,10.44949179,10.69653078,-0.247038997
ARE,abu-dhabi,01:00.0,212.6,19,27.6,81,21,01:00.0,10.51300988,10.7220227,-0.209012822
ARE,abu-dhabi,01:00.0,369.8,22,46.3,120,25,01:00.0,10.63340529,10.54324475,0.090160542
ARE,abu-dhabi,46:00.0,386.3,22,52.6,123,25,46:00.0,10.59955675,10.49617392,0.103382831
ARE,abu-dhabi,46:00.0,229.6,17,34,70,20,46:00.0,10.10935635,10.09061507,0.018741282
ARE,abu-dhabi,46:00.0,69.4,11,8.9,20,13,46:00.0,9.52576721,9.590334802,-0.064567592
ARE,abu-dhabi,01:30.0,54.7,9,8.5,19,10,01:30.0,9.46008072,9.591225009,-0.131144289
ARE,abu-dhabi,01:30.0,84.9,11,8.7,31,13,01:30.0,9.862649831,9.984739307,-0.122089476
ARE,abu-dhabi,01:30.0,103.2,11,9.2,25,18,01:30.0,9.521870679,9.94799955,-0.426128871
ARE,abu-dhabi,31:30.0,98.5,11,12,28,17,46:30.0,9.543296067,10.15030921,-0.607013146
ARE,abu-dhabi,01:30.0,54.5,9,6.9,19,11,46:30.0,9.329688348,9.550986584,-0.221298236
ARE,abu-dhabi,01:30.0,42.5,9,7.8,14,10,01:30.0,9.375249024,9.491494184,-0.11624516
ARE,abu-dhabi,16:30.0,58.4,9,11.2,20,10,01:30.0,9.412024903,9.548626307,-0.136601404
ARE,abu-dhabi,01:30.0,51.7,7,11.3,19,15,16:30.0,8.819498885,9.157397932,-0.337899048
ARE,abu-dhabi,46:30.0,49.8,6,10.1,18,10,46:30.0,8.58168727,8.955489179,-0.373801909
ARE,abu-dhabi,01:30.0,45.8,4,8.3,13,10,46:30.0,8.184026913,8.3630649,-0.179037987
ARE,abu-dhabi,46:30.0,45.7,4,9,13,5,46:30.0,8.07295356,8.196450785,-0.123497224
ARE,abu-dhabi,01:30.0,0,2,0,0,3,46:30.0,8.067434587,8.277138093,-0.209703506
ARE,abu-dhabi,16:30.0,2.4,3,0.2,1,2,01:30.0,8.374241442,8.527814137,-0.153572695
ARE,abu-dhabi,01:30.0,0,2,0,0,2,01:30.0,8.604240663,8.829628886,-0.225388224
ARE,abu-dhabi,01:30.0,5.5,3,1.4,2,3,01:30.0,8.636871715,8.806433194,-0.169561479
ARE,abu-dhabi,31:30.0,23.1,5,2.5,5,3,01:00.0,8.767075666,8.787107643,-0.020031976
ARE,abu-dhabi,01:00.0,30,6,3.7,10,6,01:00.0,9.28246962,9.425486524,-0.143016904
ARE,abu-dhabi,01:00.7,37.3,10,2.5,15,10,01:00.0,9.737452041,9.841954552,-0.104502511
ARE,abu-dhabi,01:00.0,122.2,13,13.5,38,13,01:00.0,10.11010965,10.25980248,-0.14969283
ARE,abu-dhabi,01:00.0,119.2,15,12.1,44,19,01:00.0,10.42307755,10.6269705,-0.203892947
ARE,abu-dhabi,01:00.0,230.6,20,29.6,74,23,01:00.0,10.76146323,10.91057694,-0.149113716
ARE,abu-dhabi,01:00.0,516.4,30,74.2,148,36,01:00.0,11.42903881,11.12102081,0.308018001
ARE,abu-dhabi,31:00.0,601.2,30,86.1,167,37,46:03.7,11.3865364,11.14547085,0.241065549
ARE,abu-dhabi,46:00.0,551.3,25,70.9,138,33,46:00.0,10.92470203,10.82746061,0.09724142
ARE,abu-dhabi,46:00.0,177.6,16,19.9,50,21,46:00.0,10.1110332,10.29591076,-0.184877561
ARE,abu-dhabi,01:00.0,54.3,11,5.9,17,16,31:00.0,9.704959555,10.08192235,-0.376962797
ARE,abu-dhabi,01:00.0,98.8,13,13.4,32,15,31:00.0,10.0127942,10.15937439,-0.146580187
ARE,abu-dhabi,16:00.0,117.7,14,12,36,15,16:30.0,10.11513424,10.2389762,-0.123841957
ARE,abu-dhabi,01:30.0,142.4,14,17.2,42,15,01:00.0,10.10584397,10.22077151,-0.114927539
ARE,abu-dhabi,31:30.0,99.6,14,14,27,14,01:30.0,9.950044395,10.09657418,-0.146529786
ARE,abu-dhabi,16:30.0,63.4,12,12.5,22,13,01:30.0,9.690845872,9.892894677,-0.202048805
ARE,abu-dhabi,31:30.0,74.4,11,13.7,23,18,01:30.0,9.48244426,9.715703152,-0.233258892
ARE,abu-dhabi,01:30.0,80.9,9,13.2,26,25,16:30.0,8.957348995,9.606193243,-0.648844248
ARE,abu-dhabi,46:30.0,79.4,8,12.7,26,18,46:30.0,8.768572502,9.442550149,-0.673977646
ARE,abu-dhabi,46:30.0,62.8,5,13.1,18,7,46:30.0,8.109689862,8.253990626,-0.144300765
ARE,abu-dhabi,46:30.0,14.2,3,4.9,6,3,46:30.0,8.007947839,8.180549302,-0.172601464
ARE,abu-dhabi,01:30.0,10.4,2,0.3,2,2,01:30.0,8.520537464,8.726329223,-0.205791759
ARE,abu-dhabi,16:30.0,0,2,0,0,3,16:30.0,8.484584658,8.759039729,-0.27445507
ARE,abu-dhabi,01:30.0,12.9,2,3,4,3,01:30.0,8.672994659,8.926679821,-0.253685162
ARE,abu-dhabi,01:30.0,23.1,4,3,7,3,01:30.0,8.74342655,8.934414831,-0.190988282
ARE,abu-dhabi,01:30.0,10,6,1.7,3,6,01:00.0,9.123361472,9.29843205,-0.175070578
ARE,abu-dhabi,01:00.0,30.4,9,5.5,12,9,01:00.0,9.666594234,9.771875711,-0.105281477
ARE,abu-dhabi,01:00.0,79.7,13,8.1,28,13,01:00.0,10.18085953,10.29643636,-0.115576829
ARE,abu-dhabi,01:00.0,144.9,15,16.4,45,17,01:00.0,10.47394363,10.64041971,-0.166476077
ARE,abu-dhabi,01:00.0,217.8,21,25,71,25,01:00.0,10.86867288,10.9226302,-0.053957318
ARE,abu-dhabi,01:00.0,456.9,30,59.6,128,37,01:00.0,11.59369228,11.20510097,0.388591318
ARE,abu-dhabi,46:00.0,589.4,31,74,161,37,46:00.0,11.63079753,11.21066875,0.420128773
ARE,abu-dhabi,31:00.0,626.6,30,83.1,167,37,46:00.0,11.53451382,11.2260678,0.308446022
ARE,abu-dhabi,46:00.0,516.6,27,71.1,130,32,46:00.0,11.22258793,10.93981549,0.282772439
ARE,abu-dhabi,46:00.0,190.8,16,24.7,51,20,46:00.0,10.20551142,10.3246456,-0.119134173
ARE,abu-dhabi,01:00.0,76.1,12,10.9,24,18,31:00.0,9.766458949,10.09692332,-0.330464366
ARE,abu-dhabi,01:00.0,93.6,14,11.5,32,16,46:00.0,10.18761825,10.20678932,-0.019171075
ARE,abu-dhabi,16:00.0,98.9,14,16.3,32,15,01:30.0,10.22744959,10.28876547,-0.061315878
ARE,abu-dhabi,01:00.0,112.4,13,14.4,40,15,01:30.0,10.07043701,10.23605906,-0.165622047
ARE,abu-dhabi,16:30.0,126.8,15,15.2,38,17,16:30.0,10.18454466,10.25162568,-0.067081017
ARE,abu-dhabi,31:30.0,124.1,14,15,41,17,46:00.0,9.99113278,10.1055749,-0.114442117
ARE,abu-dhabi,46:30.0,100.7,13,13.1,32,14,01:30.0,9.842741038,9.988811814,-0.146070776
ARE,abu-dhabi,16:30.0,49.8,11,7.9,17,17,01:30.0,9.538734194,9.875944698,-0.337210504
ARE,abu-dhabi,16:30.0,76.8,11,12.3,23,23,16:30.0,9.286721342,9.911697966,-0.624976624
ARE,abu-dhabi,46:30.0,96.2,8,18.9,30,18,46:30.0,8.830009687,9.545290904,-0.715281217
ARE,abu-dhabi,46:30.0,49,5,10.2,15,6,46:30.0,8.106807315,8.278802268,-0.171994954
ARE,abu-dhabi,31:30.0,5.6,2,1.1,2,3,46:30.0,7.980881107,8.184078579,-0.203197472
ARE,abu-dhabi,01:30.0,19,2,4.2,4,2,46:30.0,8.309611826,8.529296063,-0.219684237
ARE,abu-dhabi,01:30.0,0,2,0,0,2,01:30.0,8.504318262,8.736768574,-0.232450313
ARE,abu-dhabi,31:30.0,0,3,0,0,3,01:30.0,8.657728098,8.850957062,-0.193228964
ARE,abu-dhabi,01:30.0,20.4,4,1.5,4,3,01:30.0,8.978076033,9.180408717,-0.202332684
ARE,abu-dhabi,01:30.0,14.6,6,2.4,8,5,01:30.0,9.168135017,9.341672315,-0.173537298
ARE,abu-dhabi,01:00.0,37.7,9,2.7,13,8,01:00.0,9.616989079,9.77343504,-0.156445961
ARE,abu-dhabi,01:00.0,85.3,13,7.4,27,12,01:00.0,10.24408144,10.35034752,-0.106266081
ARE,abu-dhabi,01:00.0,95.9,15,10.9,39,19,01:00.0,10.42295644,10.59630319,-0.173346753
ARE,abu-dhabi,01:00.0,228.2,21,29.7,74,27,01:00.0,11.00887424,11.05641678,-0.047542539
ARE,abu-dhabi,01:00.0,544.3,31,74.7,152,36,01:00.0,11.72872805,11.30478286,0.42394519
ARE,abu-dhabi,46:00.0,626.9,32,84.2,163,37,46:00.0,11.72623291,11.2502751,0.475957803
ARE,abu-dhabi,46:00.0,555.3,26,69,146,31,46:00.0,11.16568597,10.9108464,0.254839574
ARE,abu-dhabi,46:00.0,206.6,16,28.1,52,21,46:00.0,10.17060169,10.29962782,-0.129026136
ARE,abu-dhabi,01:00.0,93.8,12,11.7,30,19,31:00.0,9.733779514,10.0855624,-0.35178289
ARE,abu-dhabi,01:30.0,114.4,13,11.3,31,15,01:30.0,9.959931469,10.10918073,-0.149249257
ARE,abu-dhabi,01:30.0,129.3,14,15.6,37,16,16:00.0,10.12641772,10.22265709,-0.096239367
ARE,abu-dhabi,16:30.0,168.4,15,19.2,53,18,16:00.0,10.15500703,10.24942433,-0.094417295
ARE,abu-dhabi,16:30.0,132.8,14,14.9,38,16,46:30.0,10.03654607,10.21061303,-0.174066957
ARE,abu-dhabi,01:30.0,89.2,12,12.6,29,15,46:30.0,9.571681223,9.818708533,-0.24702731
ARE,abu-dhabi,31:30.0,58.1,12,9.7,18,17,01:30.0,9.586539888,9.880512915,-0.293973027
ARE,abu-dhabi,01:30.0,82.4,10,15.3,27,24,01:00.0,9.136589937,9.937653595,-0.801063657
ARE,abu-dhabi,46:30.0,115.2,9,17.8,34,20,46:30.0,8.956882167,9.716477354,-0.759595188
ARE,abu-dhabi,46:30.0,55.9,5,10.7,14,6,46:30.0,8.062279119,8.236985858,-0.174706739
ARE,abu-dhabi,31:30.0,0,2,0,0,3,46:30.0,7.922891256,8.162484589,-0.239593332
ARE,abu-dhabi,01:30.0,3.1,2,0.2,1,3,01:30.0,8.488146802,8.74796276,-0.259815958
ARE,abu-dhabi,16:30.0,15.8,3,1.1,2,2,01:30.0,8.755717187,8.951184159,-0.195466972
ARE,abu-dhabi,01:30.0,3.4,2,0.1,1,2,01:30.0,8.651401079,8.91139956,-0.259998482
ARE,abu-dhabi,01:30.0,9.8,3,2.2,3,3,01:30.0,8.778445659,9.007490989,-0.22904533
ARE,abu-dhabi,01:30.0,5.6,6,0.2,2,5,01:30.0,9.252860295,9.428536626,-0.175676331
ARE,abu-dhabi,01:00.0,31.3,8,5.3,11,8,01:00.0,9.573310116,9.701875712,-0.128565596
ARE,abu-dhabi,01:00.0,83.6,12,10.4,26,12,01:00.0,10.02430262,10.17324771,-0.148945088
ARE,abu-dhabi,01:00.0,130.5,15,15.1,45,16,01:00.0,10.45643786,10.58602211,-0.129584247
ARE,abu-dhabi,01:00.0,245.1,22,29.1,86,23,01:00.0,11.08111626,10.94628468,0.134831589
ARE,abu-dhabi,01:00.0,606.6,31,83.9,149,38,01:00.0,11.75837058,11.21896242,0.53940816
ARE,abu-dhabi,46:00.0,684.8,31,92.7,164,38,46:00.0,11.69057677,11.14884994,0.541726823
ARE,abu-dhabi,46:00.0,564.1,26,72.3,135,32,46:00.0,11.20196392,10.86019762,0.341766301
ARE,abu-dhabi,46:00.0,242.2,16,26.1,58,21,46:00.0,10.25600467,10.33720351,-0.081198846
ARE,abu-dhabi,31:00.0,130.8,13,16,37,18,31:00.0,9.837061025,10.14196554,-0.30490452
ARE,abu-dhabi,01:00.0,100.7,13,12.4,30,14,01:00.0,9.914551409,10.02669123,-0.112139821
ARE,abu-dhabi,01:00.0,130.2,14,15.1,39,15,01:00.0,10.12073295,10.20701406,-0.086281115
ARE,abu-dhabi,01:30.0,162.4,15,20.4,42,17,01:00.0,10.13209931,10.1776809,-0.045581599
ARE,abu-dhabi,16:00.0,137.8,14,21.2,44,16,01:00.0,9.941075521,10.01236477,-0.071289248
ARE,abu-dhabi,16:30.0,91.2,13,16,29,19,01:00.0,9.729047359,9.854835639,-0.12578828
ARE,abu-dhabi,16:30.0,69.6,12,14.9,27,28,01:00.0,9.592730012,10.01247984,-0.419749826
ARE,abu-dhabi,31:30.0,60.6,12,7.8,19,32,31:00.0,9.377722512,10.07287472,-0.695152212
ARE,abu-dhabi,46:30.0,136.9,10,21.4,38,22,46:00.0,8.949419171,9.68356116,-0.734141989
ARE,abu-dhabi,46:30.0,47.2,5,9.5,15,6,46:30.0,8.083057321,8.249793802,-0.166736482
ARE,abu-dhabi,31:30.0,37.9,4,8.1,14,6,46:30.0,7.944000877,8.090712953,-0.146712076
ARE,abu-dhabi,46:30.0,12.8,2,2.9,5,3,01:30.0,7.835273569,8.047292798,-0.212019228
ARE,abu-dhabi,01:30.0,0,1,0,0,4,01:30.0,8.160306829,8.398035453,-0.237728624
ARE,abu-dhabi,31:30.0,0.6,2,1.4,1,5,01:30.0,8.246083981,8.422420047,-0.176336067
ARE,abu-dhabi,01:30.0,7.5,2,1,2,6,01:30.0,8.267730663,8.476102015,-0.208371352
ARE,abu-dhabi,01:30.0,10.5,3,0.8,4,11,01:30.0,8.509875686,8.673464232,-0.163588546
ARE,abu-dhabi,01:30.0,29.5,5,2.5,8,12,46:30.0,8.76164071,8.897733637,-0.136092927
ARE,abu-dhabi,01:00.0,37.1,8,3.1,10,13,01:00.0,9.169012755,9.27238739,-0.103374635
ARE,abu-dhabi,01:00.0,116.1,12,11.2,40,18,01:00.0,9.729331102,9.811868208,-0.082537106
ARE,abu-dhabi,01:00.0,110.9,14,10.9,39,24,01:00.0,10.00351893,10.16465942,-0.16114049
ARE,abu-dhabi,01:00.0,234.1,17,28.1,71,25,01:00.0,10.31412455,10.3487097,-0.034585154
ARE,abu-dhabi,01:00.0,266.5,19,32.8,78,25,31:00.0,10.47513701,10.32928914,0.145847869
ARE,abu-dhabi,46:00.0,269.9,18,36.1,85,21,46:00.0,10.3741444,10.24969133,0.124453071
ARE,abu-dhabi,01:00.0,122.5,15,14.7,41,21,46:00.0,10.15607689,10.15810321,-0.002026316
ARE,abu-dhabi,46:00.0,183.5,16,27.2,53,19,01:00.3,10.19512051,10.08387998,0.111240524
ARE,abu-dhabi,46:00.0,58.9,11,8.3,23,19,31:00.0,9.652838002,9.678662459,-0.025824458
ARE,abu-dhabi,01:00.0,42.4,9,3.7,12,18,16:00.0,9.446504196,9.51384556,-0.067341364
ARE,abu-dhabi,16:30.0,56.1,10,7.7,20,16,46:00.0,9.585884249,9.618338323,-0.032454075
ARE,abu-dhabi,01:00.0,46.6,9,3.6,12,13,46:00.0,9.56993692,9.700447894,-0.130510974
ARE,abu-dhabi,01:30.0,54,9,6.1,16,11,16:00.0,9.539994361,9.622493181,-0.08249882
ARE,abu-dhabi,31:30.0,39.8,9,4.5,13,9,16:00.0,9.481966955,9.589701841,-0.107734887
ARE,abu-dhabi,01:30.0,19.6,7,3.2,7,7,01:30.0,9.207342263,9.340482684,-0.13314042
ARE,abu-dhabi,01:00.0,36.4,7,6.7,8,7,01:00.0,9.162855009,9.194990928,-0.032135919
ARE,abu-dhabi,01:00.0,30.7,8,8.8,9,8,16:00.0,8.986266184,8.932883141,0.053383043
ARE,abu-dhabi,16:30.0,17.9,8,4.1,6,8,16:30.0,8.981501459,8.918782613,0.062718847
ARE,abu-dhabi,46:30.0,29.2,7,9,7,6,16:30.0,8.732720192,8.671552489,0.061167704
ARE,abu-dhabi,46:30.0,4.7,3,1.3,2,4,01:30.0,8.339452789,8.491567391,-0.152114602
ARE,abu-dhabi,01:30.0,4.2,2,0.1,1,7,01:30.0,8.257177703,8.451934881,-0.194757177
ARE,abu-dhabi,01:30.0,11,1,3,3,7,01:30.0,8.153332064,8.378795174,-0.22546311
ARE,abu-dhabi,01:30.0,5.4,3,1.5,2,8,01:30.0,8.332870618,8.52635903,-0.193488412
ARE,abu-dhabi,01:30.0,15.7,5,1.7,6,9,01:00.0,8.567327427,8.704189878,-0.136862451
ARE,abu-dhabi,01:00.0,22.8,7,0.9,7,18,01:00.0,9.109241983,9.276510148,-0.167268165
ARE,abu-dhabi,01:00.0,29.5,11,2.4,12,19,31:00.0,9.564367755,9.708418932,-0.144051178
ARE,abu-dhabi,01:00.0,88.8,14,11.7,31,19,01:00.0,10.04722378,10.2396287,-0.192404919
ARE,abu-dhabi,01:00.0,143.7,16,18.7,49,23,01:00.0,10.25902463,10.47822522,-0.219200591
